enzymeID	genus	sum	sd	percentage_genus
GH133	Romboutsia	13	0.404519917477945	0.151585820895522
GH133	Roseburia	42	0.156173761888606	0.489738805970149
GH133	Ruminiclostridium_C	1		0.011660447761194
GH133	Ruminococcus_A	16	0.258198889747161	0.186567164179104
GH133	Ruminococcus_C	1		0.011660447761194
GH133	Ruminococcus_E	4	0	0.0466417910447761
GH133	Ruthenibacterium	4	0	0.0466417910447761
GH133	Sellimonas	5	0	0.0583022388059701
GH133	Stomatobaculum	76	0	0.886194029850746
GH133	Streptococcus	1		0.011660447761194
GH133	Terrisporobacter	2	0	0.0233208955223881
GH133	Treponema_D	34	0	0.396455223880597
GH133	Tyzzerella	2	0	0.0233208955223881
GH133	UBA1049	2		0.0233208955223881
GH133	UBA1067	20	0	0.233208955223881
GH133	UBA1206	2	0	0.0233208955223881
GH133	UBA1232	25	0	0.291511194029851
GH133	UBA1394	2		0.0233208955223881
GH133	UBA1712	80	0	0.932835820895522
GH133	UBA1777	4	0	0.0466417910447761
GH133	UBA1829	2	0	0.0233208955223881
GH133	UBA2727	1		0.011660447761194
GH133	UBA2856	3	0	0.0349813432835821
GH133	UBA2912	6	0	0.0699626865671642
GH133	UBA2943	2	0	0.0233208955223881
GH133	UBA3282	1		0.011660447761194
GH133	UBA3388	49	0	0.571361940298508
GH133	UBA3789	9	0.836660026534076	0.104944029850746
GH133	UBA4334	8	0	0.0932835820895522
GH133	UBA4372	27	0.276887462097269	0.314832089552239
GH133	UBA6398	36	0	0.419776119402985
GH133	UBA7173	102	0.0995037190209989	1.18936567164179
GH133	UBA7748	3	0	0.0349813432835821
GH133	Victivallis	2	0	0.0233208955223881
GH133		1		0.011660447761194
GH135	Streptomyces	1		100
GH136	Acetatifactor	6	1.73205080756888	0.270148581719946
GH136	Acetivibrio_A	44	0.960768922830523	1.9810895992796
GH136	Actinomyces	1		0.045024763619991
GH136	Agathobacter	9	0.836660026534076	0.405222872579919
GH136	Alistipes	7	0	0.315173345339937
GH136	Anaerostipes	1		0.045024763619991
GH136	Anaerovibrio	1		0.045024763619991
GH136	Angelakisella	1		0.045024763619991
GH136	Bacteroides	16	0.65133894727893	0.720396217919856
GH136	Bacteroides_B	47	0.541978882919421	2.11616389013958
GH136	Bifidobacterium	53	0.196039211763921	2.38631247185952
GH136	Blautia	1		0.045024763619991
GH136	Blautia_A	66	0.25	2.97163439891941
GH136	Butyrivibrio	11	0.316227766016838	0.495272399819901
GH136	CAG-1000	2	0	0.090049527239982
GH136	CAG-103	1		0.045024763619991
GH136	CAG-110	18	0	0.810445745159838
GH136	CAG-127	2	0	0.090049527239982
GH136	CAG-170	4	0.577350269189626	0.180099054479964
GH136	CAG-177	6	0.447213595499958	0.270148581719946
GH136	CAG-180	15	0	0.675371454299865
GH136	CAG-302	1		0.045024763619991
GH136	CAG-45	4	0	0.180099054479964
GH136	CAG-488	129	1.06110312864682	5.80819450697884
GH136	CAG-533	1		0.045024763619991
GH136	CAG-56	20	0.404519917477945	0.90049527239982
GH136	CAG-81	1		0.045024763619991
GH136	CAG-83	1		0.045024763619991
GH136	CAG-841	4	1.4142135623731	0.180099054479964
GH136	CAG-873	5	1.15470053837925	0.225123818099955
GH136	CAG-95	15	0.267261241912424	0.675371454299865
GH136	Catenibacterium	1		0.045024763619991
GH136	Clostridium	23	1.44599761096244	1.03556956325979
GH136	Clostridium_M	86	0.863880083646092	3.87212967131923
GH136	Clostridium_P	11	0.836660026534076	0.495272399819901
GH136	Clostridium_Q	4		0.180099054479964
GH136	Coprococcus	1		0.045024763619991
GH136	Dialister	1		0.045024763619991
GH136	Dorea	39	1.223550580643	1.75596578117965
GH136	DTU078	7	0	0.315173345339937
GH136	Eisenbergiella	9	1.5	0.405222872579919
GH136	Enterobacter	1		0.045024763619991
GH136	Enterococcus	24	0.358568582800318	1.08059432687978
GH136	Enterococcus_B	2	0	0.090049527239982
GH136	Enterococcus_C	1		0.045024763619991
GH136	Enterococcus_E	1		0.045024763619991
GH136	ER4	4	0	0.180099054479964
GH136	Escherichia	2	0	0.090049527239982
GH136	Eubacterium	1		0.045024763619991
GH136	Eubacterium_E	3	0	0.135074290859973
GH136	Eubacterium_F	2	0	0.090049527239982
GH136	Eubacterium_H	6	0.447213595499958	0.270148581719946
GH136	Eubacterium_I	7	0.957427107756338	0.315173345339937
GH136	Eubacterium_Q	3	0.707106781186548	0.135074290859973
GH136	Eubacterium_R	321	0.0968217020997883	14.4529491220171
GH136	Faecalibacterium	3	0	0.135074290859973
GH136	Faecalicatena	113	0.446911730061918	5.08779828905898
GH136	Flavonifractor	1		0.045024763619991
GH136	Fournierella	3	0	0.135074290859973
GH136	GCA-900066575	1		0.045024763619991
GH136	Gemmiger	179	0.129810051038621	8.05943268797839
GH136	Hungatella	5	0	0.225123818099955
GH136	Intestinimonas	2	0	0.090049527239982
GH136	Lachnospira	1		0.045024763619991
GH136	Lactobacillus	5	0	0.225123818099955
GH136	Lactobacillus_B	5	0.5	0.225123818099955
GH136	Lactobacillus_C	1		0.045024763619991
GH136	Lactobacillus_H	9	0	0.405222872579919
GH136	Lawsonibacter	3		0.135074290859973
GH136	Marvinbryantia	2	0	0.090049527239982
GH136	Megasphaera	2	0	0.090049527239982
GH136	Negativibacillus	4		0.180099054479964
GH136	Oribacterium	1		0.045024763619991
GH136	Oscillibacter	2	0	0.090049527239982
GH136	Parabacteroides	11	0.316227766016838	0.495272399819901
GH136	PeH17	1		0.045024763619991
GH136	Phascolarctobacterium_A	4	0	0.180099054479964
GH136	Prevotella	93	0.209656967344384	4.18730301665916
GH136	RC9	44	0.215540268704521	1.9810895992796
GH136	Romboutsia	1		0.045024763619991
GH136	Roseburia	20	0.877058019307029	0.90049527239982
GH136	Ruminiclostridium_C	1		0.045024763619991
GH136	Ruminococcus_A	149	0.164351739427587	6.70868977937866
GH136	Ruminococcus_E	231	1.13839038946307	10.4007203962179
GH136	Ruthenibacterium	20	0.229415733870562	0.90049527239982
GH136	Sellimonas	1		0.045024763619991
GH136	Stomatobaculum	28	0	1.26069338135975
GH136	Streptococcus	10	0	0.45024763619991
GH136	Succinivibrio	1		0.045024763619991
GH136	Terrisporobacter	1		0.045024763619991
GH136	Tyzzerella	1		0.045024763619991
GH136	UBA1049	33	0.476095228569523	1.4858171994597
GH136	UBA1081	2	0	0.090049527239982
GH136	UBA1206	4	1.4142135623731	0.180099054479964
GH136	UBA1213	1		0.045024763619991
GH136	UBA1259	2		0.090049527239982
GH136	UBA1777	4	0	0.180099054479964
GH136	UBA2727	7	2.12132034355964	0.315173345339937
GH136	UBA2856	5	0.5	0.225123818099955
GH136	UBA2862	2	0	0.090049527239982
GH136	UBA2931	1		0.045024763619991
GH136	UBA4372	1		0.045024763619991
GH136	UBA4951	5	0	0.225123818099955
GH136	UBA5893	2	0	0.090049527239982
GH136	UBA5905	8	0.577350269189626	0.360198108959928
GH136	UBA5920	18	0	0.810445745159838
GH136	UBA629	1		0.045024763619991
GH136	UBA636	15	0	0.675371454299865
GH136	UBA6857	44	0	1.9810895992796
GH136	UBA7102	1		0.045024763619991
GH136	UBA733	6	0	0.270148581719946
GH136	UBA737	12	0.301511344577764	0.540297163439892
GH136	UBA738	2	0	0.090049527239982
GH136	UBA7642	31	0	1.39576767221972
GH136	UBA9475	1		0.045024763619991
GH136		1		0.045024763619991
GH137	Acetatifactor	1		0.131061598951507
GH137	Agathobacter	2	0	0.262123197903014
GH137	Anaerostipes	1		0.131061598951507
GH137	Bacteroides	42	0.377964473009227	5.5045871559633
GH137	Bacteroides_B	54	0.137360563948689	7.07732634338139
GH137	Bifidobacterium	1		0.131061598951507
GH137	Blautia_A	48	0	6.29095674967235
GH137	Butyricicoccus_A	1		0.131061598951507
GH137	CAG-103	1		0.131061598951507
GH137	CAG-110	10	0.333333333333333	1.31061598951507
GH137	CAG-127	1		0.131061598951507
GH137	CAG-145	1		0.131061598951507
GH137	CAG-170	7	0	0.91743119266055
GH137	CAG-180	1		0.131061598951507
GH137	CAG-245	10	0	1.31061598951507
GH137	CAG-269	10	0	1.31061598951507
GH137	CAG-273	1		0.131061598951507
GH137	CAG-302	1		0.131061598951507
GH137	CAG-41	1		0.131061598951507
GH137	CAG-448	4	0	0.524246395806029
GH137	CAG-452	1		0.131061598951507
GH137	CAG-475	1		0.131061598951507
GH137	CAG-488	1		0.131061598951507
GH137	CAG-533	1		0.131061598951507
GH137	CAG-83	8	0	1.04849279161206
GH137	CAG-841	1		0.131061598951507
GH137	Clostridium	1		0.131061598951507
GH137	Collinsella	3	0.707106781186548	0.393184796854522
GH137	Coprococcus	1		0.131061598951507
GH137	Corynebacterium	1		0.131061598951507
GH137	Dorea	6	0	0.786369593709043
GH137	DTU024	2	0	0.262123197903014
GH137	DTU078	1		0.131061598951507
GH137	Eisenbergiella	4	0	0.524246395806029
GH137	ER4	6	0	0.786369593709043
GH137	Eubacterium_H	2	0	0.262123197903014
GH137	Faecalibacterium	2	0	0.262123197903014
GH137	Faecalicatena	2	0	0.262123197903014
GH137	Flavonifractor	1		0.131061598951507
GH137	Gemmiger	5	0	0.655307994757536
GH137	Intestinimonas	3	0.707106781186548	0.393184796854522
GH137	Lactobacillus	2	0	0.262123197903014
GH137	Lactobacillus_B	1		0.131061598951507
GH137	Marvinbryantia	3	0	0.393184796854522
GH137	Methanobrevibacter_A	1		0.131061598951507
GH137	Oscillibacter	1		0.131061598951507
GH137	Parabacteroides	24	0.208514414057075	3.14547837483617
GH137	Prevotella	288	0.156554895742032	37.7457404980341
GH137	Romboutsia	1		0.131061598951507
GH137	RUG369	63	0	8.25688073394496
GH137	Ruminiclostridium_C	1		0.131061598951507
GH137	Ruminococcus_A	3	0	0.393184796854522
GH137	Ruminococcus_E	4	0	0.524246395806029
GH137	Ruthenibacterium	2	0	0.262123197903014
GH137	Stomatobaculum	2	0	0.262123197903014
GH137	Tyzzerella	7	0.408248290463863	0.91743119266055
GH137	UBA1067	16	0.258198889747161	2.09698558322412
GH137	UBA1409	1		0.131061598951507
GH137	UBA1777	2	0	0.262123197903014
GH137	UBA2856	6	0	0.786369593709043
GH137	UBA2862	8	0	1.04849279161206
GH137	UBA2943	61	0.545482374058194	7.99475753604194
GH137	UBA5905	8	0	1.04849279161206
GH137	UBA737	4	0	0.524246395806029
GH137	UBA738	1		0.131061598951507
GH137	UBA7703	1		0.131061598951507
GH137	UBA7748	1		0.131061598951507
GH138	Bacteroides	14	0.699205898780101	3.66492146596859
GH138	Bacteroides_B	50	0	13.0890052356021
GH138	Butyricicoccus_A	1		0.261780104712042
GH138	CAG-110	8	0.377964473009227	2.09424083769634
GH138	CAG-273	1		0.261780104712042
GH138	CAG-83	2	0	0.523560209424084
GH138	CAG-841	1		0.261780104712042
GH138	Corynebacterium	1		0.261780104712042
GH138	DTU078	1		0.261780104712042
GH138	Eisenbergiella	3	0	0.785340314136126
GH138	ER4	1		0.261780104712042
GH138	Faecalicatena	1		0.261780104712042
GH138	Hungatella	1		0.261780104712042
GH138	Lactobacillus_H	1		0.261780104712042
GH138	Massilioclostridium	5	0	1.30890052356021
GH138	Prevotella	283	0.119089053338234	74.0837696335079
GH138	Ruminococcus_C	1		0.261780104712042
GH138	UBA1081	1		0.261780104712042
GH138	UBA2856	1		0.261780104712042
GH138	UBA2943	4	0	1.04712041884817
GH138	UBA738	1		0.261780104712042
GH139	Bacteroides	17	0.480384461415261	3.15398886827458
GH139	Bacteroides_B	55	0.462910049886276	10.2040816326531
GH139	Blautia_A	5	0	0.927643784786642
GH139	CAG-110	1		0.185528756957328
GH139	CAG-45	1		0.185528756957328
GH139	CAG-488	1		0.185528756957328
GH139	CAG-83	1		0.185528756957328
GH139	DTU024	1		0.185528756957328
GH139	ER4	1		0.185528756957328
GH139	Lactobacillus_B	1		0.185528756957328
GH139	Parabacteroides	45	1.42245977548242	8.34879406307978
GH139	Prevotella	289	0.131745174189462	53.6178107606679
GH139	RC9	1		0.185528756957328
GH139	Ruthenibacterium	1		0.185528756957328
GH139	UBA2862	1		0.185528756957328
GH139	UBA5905	6	0	1.11317254174397
GH139	UBA7102	112	0.515621357795994	20.7792207792208
GH140	14-2	1		0.0559597090095132
GH140	Acetatifactor	1		0.0559597090095132
GH140	Aerococcus	1		0.0559597090095132
GH140	Agathobacter	6	0	0.335758254057079
GH140	Alistipes	4	0	0.223838836038053
GH140	Anaerostipes	3	0	0.167879127028539
GH140	Bacteroides	23	0.743223352957207	1.2870733072188
GH140	Bacteroides_B	106	0.454415565857406	5.93172915500839
GH140	Blautia	1		0.0559597090095132
GH140	Blautia_A	99	0.368720837734695	5.5400111919418
GH140	CAG-1000	1		0.0559597090095132
GH140	CAG-110	4	0.577350269189626	0.223838836038053
GH140	CAG-170	3		0.167879127028539
GH140	CAG-194	1		0.0559597090095132
GH140	CAG-196	2		0.111919418019026
GH140	CAG-245	2		0.111919418019026
GH140	CAG-269	2	0	0.111919418019026
GH140	CAG-302	2	0	0.111919418019026
GH140	CAG-390	2		0.111919418019026
GH140	CAG-417	1		0.0559597090095132
GH140	CAG-45	7	0	0.391717963066592
GH140	CAG-452	1		0.0559597090095132
GH140	CAG-475	1		0.0559597090095132
GH140	CAG-485	1		0.0559597090095132
GH140	CAG-488	1		0.0559597090095132
GH140	CAG-536	4	0	0.223838836038053
GH140	CAG-791	1		0.0559597090095132
GH140	CAG-83	3	0.707106781186548	0.167879127028539
GH140	CAG-964	1		0.0559597090095132
GH140	Clostridium	3	0	0.167879127028539
GH140	Collinsella	66	0	3.69334079462787
GH140	Comamonas	1		0.0559597090095132
GH140	Corynebacterium	3	0	0.167879127028539
GH140	Dorea	25	0.28810406552003	1.39899272523783
GH140	DTU078	5	0	0.279798545047566
GH140	Eisenbergiella	3	0	0.167879127028539
GH140	ER4	1		0.0559597090095132
GH140	Erysipelatoclostridium	9	0	0.503637381085618
GH140	Escherichia	1		0.0559597090095132
GH140	Eubacterium	2		0.111919418019026
GH140	Eubacterium_E	81	0.158088221418863	4.53273642977057
GH140	Eubacterium_F	1		0.0559597090095132
GH140	Eubacterium_H	61	0.390756223591297	3.4135422495803
GH140	Eubacterium_Q	4	0.577350269189626	0.223838836038053
GH140	F23-B02	2		0.111919418019026
GH140	Faecalibacterium	9	0	0.503637381085618
GH140	Faecalicatena	15	0.375533808099405	0.839395635142697
GH140	GCA-900066575	2		0.111919418019026
GH140	Gemmiger	35	0	1.95858981533296
GH140	Holdemanella	145	0.198569486074029	8.11415780637941
GH140	Intestinimonas	2		0.111919418019026
GH140	Kandleria	1		0.0559597090095132
GH140	Lachnospira	2	0	0.111919418019026
GH140	Lactobacillus	19	0	1.06323447118075
GH140	Lactobacillus_H	4	0	0.223838836038053
GH140	Lawsonibacter	1		0.0559597090095132
GH140	Marvinbryantia	6	0.577350269189626	0.335758254057079
GH140	Massilimaliae	38	0	2.1264689423615
GH140	Massilioclostridium	5	0	0.279798545047566
GH140	Megasphaera	1		0.0559597090095132
GH140	Mogibacterium	1		0.0559597090095132
GH140	Negativibacillus	4	0.577350269189626	0.223838836038053
GH140	Oscillibacter	3	0	0.167879127028539
GH140	Parabacteroides	29	0	1.62283156127588
GH140	Prevotella	408	0.0858529968825047	22.8315612758814
GH140	Pseudoscardovia	2		0.111919418019026
GH140	RC9	3	0.707106781186548	0.167879127028539
GH140	Romboutsia	1		0.0559597090095132
GH140	Roseburia	1		0.0559597090095132
GH140	Ruminiclostridium_E	17		0.951315053161724
GH140	Ruminococcus_A	14	0	0.783435926133184
GH140	Ruminococcus_E	5	0	0.279798545047566
GH140	Sellimonas	2	0	0.111919418019026
GH140	Stomatobaculum	4	0	0.223838836038053
GH140	Streptococcus	1		0.0559597090095132
GH140	Succinivibrio	14	0	0.783435926133184
GH140	UBA1081	1		0.0559597090095132
GH140	UBA1206	1		0.0559597090095132
GH140	UBA1417	1		0.0559597090095132
GH140	UBA1777	2	0	0.111919418019026
GH140	UBA2856	10	0	0.559597090095132
GH140	UBA2862	11	0	0.615556799104645
GH140	UBA2912	6	0	0.335758254057079
GH140	UBA2931	1		0.0559597090095132
GH140	UBA2943	115	0.454655419630759	6.43536653609401
GH140	UBA4334	1		0.0559597090095132
GH140	UBA5893	1		0.0559597090095132
GH140	UBA5905	3	0.707106781186548	0.167879127028539
GH140	UBA629	1		0.0559597090095132
GH140	UBA636	2		0.111919418019026
GH140	UBA7102	68	0.21145103088313	3.80526021264689
GH140	UBA737	3	0	0.167879127028539
GH140	UBA738	1		0.0559597090095132
GH140	UBA7748	212	0.802628667150797	11.8634583100168
GH141	Agathobacter	9	2	0.50561797752809
GH141	Anaerostipes	1		0.0561797752808989
GH141	Bacteroides	63	0.993883734673619	3.53932584269663
GH141	Bacteroides_A	4	0.577350269189626	0.224719101123596
GH141	Bacteroides_B	107	0.608437407159827	6.01123595505618
GH141	Blautia_A	5	1.15470053837925	0.280898876404494
GH141	CAG-1000	1		0.0561797752808989
GH141	CAG-110	3	0.707106781186548	0.168539325842697
GH141	CAG-145	4	1.4142135623731	0.224719101123596
GH141	CAG-170	6	0	0.337078651685393
GH141	CAG-177	12	0.632455532033676	0.674157303370787
GH141	CAG-180	21	2.06155281280883	1.17977528089888
GH141	CAG-273	1		0.0561797752808989
GH141	CAG-302	1		0.0561797752808989
GH141	CAG-390	11	1.16904519445001	0.617977528089888
GH141	CAG-448	9		0.50561797752809
GH141	CAG-45	5	0.5	0.280898876404494
GH141	CAG-485	1		0.0561797752808989
GH141	CAG-488	109	0.512416212355276	6.12359550561798
GH141	CAG-533	1		0.0561797752808989
GH141	CAG-83	2	0	0.112359550561798
GH141	CAG-841	51	2.5	2.86516853932584
GH141	CAG-873	1		0.0561797752808989
GH141	CAG-964	1		0.0561797752808989
GH141	Campylobacter	1		0.0561797752808989
GH141	Clostridium	1		0.0561797752808989
GH141	Clostridium_M	6		0.337078651685393
GH141	Clostridium_P	1		0.0561797752808989
GH141	Clostridium_Q	4	1.4142135623731	0.224719101123596
GH141	Collinsella	2		0.112359550561798
GH141	Dorea	4	1.4142135623731	0.224719101123596
GH141	DTU078	7	0.5	0.393258426966292
GH141	ER4	3	0	0.168539325842697
GH141	Eubacterium	2		0.112359550561798
GH141	Eubacterium_E	3		0.168539325842697
GH141	Eubacterium_H	1		0.0561797752808989
GH141	Eubacterium_I	8		0.449438202247191
GH141	Eubacterium_R	5	2.12132034355964	0.280898876404494
GH141	F23-B02	2		0.112359550561798
GH141	Facklamia_A	2		0.112359550561798
GH141	Firm-07	1		0.0561797752808989
GH141	Flavonifractor	10		0.561797752808989
GH141	Intestinimonas	4	0	0.224719101123596
GH141	Lactobacillus	5	0.5	0.280898876404494
GH141	Lactobacillus_H	3	0.707106781186548	0.168539325842697
GH141	Marvinbryantia	3		0.168539325842697
GH141	Parabacteroides	49	0.927520413601263	2.75280898876405
GH141	Prevotella	574	0.506939405378866	32.247191011236
GH141	RC9	34	0	1.91011235955056
GH141	Romboutsia	1		0.0561797752808989
GH141	RUG369	93	0.479769765755401	5.2247191011236
GH141	Ruminococcus	4	0	0.224719101123596
GH141	Ruminococcus_E	114	8.62737381520984	6.40449438202247
GH141	Ruthenibacterium	3	0	0.168539325842697
GH141	Solobacterium	1		0.0561797752808989
GH141	Streptococcus	1		0.0561797752808989
GH141	Tyzzerella	1		0.0561797752808989
GH141	UBA1049	5		0.280898876404494
GH141	UBA1067	38	0.911909506128992	2.13483146067416
GH141	UBA1206	1		0.0561797752808989
GH141	UBA1394	1		0.0561797752808989
GH141	UBA1417	2	0	0.112359550561798
GH141	UBA2727	1		0.0561797752808989
GH141	UBA2856	1		0.0561797752808989
GH141	UBA2862	214	0.847567744863049	12.0224719101124
GH141	UBA2943	74	0.117041147196131	4.15730337078652
GH141	UBA3789	1		0.0561797752808989
GH141	UBA5893	6		0.337078651685393
GH141	UBA5905	6	0.447213595499958	0.337078651685393
GH141	UBA6857	27	0	1.51685393258427
GH141	UBA737	19	4.53557367611073	1.06741573033708
GH141	UBA738	1		0.0561797752808989
GH141	UBA7703	1		0.0561797752808989
GH142	Acetatifactor	1		0.189393939393939
GH142	Adlercreutzia	1		0.189393939393939
GH142	Agathobaculum	1		0.189393939393939
GH142	Bacteroides	32	0.179605302026775	6.06060606060606
GH142	Bacteroides_B	6	0	1.13636363636364
GH142	Blautia_A	34	0	6.43939393939394
GH142	Butyricicoccus_A	1		0.189393939393939
GH142	CAG-1000	1		0.189393939393939
GH142	CAG-103	1		0.189393939393939
GH142	CAG-110	9	0	1.70454545454545
GH142	CAG-417	1		0.189393939393939
GH142	CAG-45	1		0.189393939393939
GH142	CAG-475	1		0.189393939393939
GH142	CAG-485	26	0	4.92424242424242
GH142	CAG-533	1		0.189393939393939
GH142	CAG-83	5	0	0.946969696969697
GH142	CAG-841	2	0	0.378787878787879
GH142	Clostridium_M	1		0.189393939393939
GH142	DTU024	45	0.150755672288882	8.52272727272727
GH142	DTU078	2	0	0.378787878787879
GH142	Enterococcus	1		0.189393939393939
GH142	Enterococcus_D	1		0.189393939393939
GH142	ER4	6	0	1.13636363636364
GH142	Eubacterium	1		0.189393939393939
GH142	Eubacterium_F	1		0.189393939393939
GH142	Eubacterium_H	1		0.189393939393939
GH142	Faecalicatena	2	0	0.378787878787879
GH142	Flavonifractor	1		0.189393939393939
GH142	Gemmiger	1		0.189393939393939
GH142	Hungatella	1		0.189393939393939
GH142	Intestinimonas	1		0.189393939393939
GH142	Marvinbryantia	1		0.189393939393939
GH142	Massilioclostridium	3	0	0.568181818181818
GH142	Parabacteroides	8	0	1.51515151515152
GH142	Phil12	1		0.189393939393939
GH142	Prevotella	46	0	8.71212121212121
GH142	Ruminococcus_A	1		0.189393939393939
GH142	Ruminococcus_E	4	0	0.757575757575758
GH142	Ruthenibacterium	1		0.189393939393939
GH142	Succinivibrio	1		0.189393939393939
GH142	Treponema_D	132	0	25
GH142	Turicibacter	1		0.189393939393939
GH142	UBA1067	17	0	3.21969696969697
GH142	UBA1081	1		0.189393939393939
GH142	UBA1206	1		0.189393939393939
GH142	UBA1417	31	0	5.87121212121212
GH142	UBA1777	3	0	0.568181818181818
GH142	UBA2856	1		0.189393939393939
GH142	UBA2862	32	0	6.06060606060606
GH142	UBA2943	53	0.276641667586244	10.0378787878788
GH142	UBA737	1		0.189393939393939
GH143	Aerococcus	1		0.13262599469496
GH143	Anaerotruncus	1		0.13262599469496
GH143	Bacteroides	12	0.421637021355784	1.59151193633952
GH143	Bacteroides_B	49	0	6.49867374005305
GH143	Butyricicoccus_A	1		0.13262599469496
GH143	CAG-103	8	0	1.06100795755968
GH143	CAG-110	3	0	0.397877984084881
GH143	CAG-170	15	0.375533808099405	1.9893899204244
GH143	CAG-180	1		0.13262599469496
GH143	CAG-349	1		0.13262599469496
GH143	CAG-452	1		0.13262599469496
GH143	CAG-475	1		0.13262599469496
GH143	CAG-83	8	1.15470053837925	1.06100795755968
GH143	DTU024	67	0.213042025811587	8.88594164456233
GH143	ER4	12	0.301511344577764	1.59151193633952
GH143	Escherichia	1		0.13262599469496
GH143	Eubacterium_R	1		0.13262599469496
GH143	Gemmiger	5	1.15470053837925	0.663129973474801
GH143	Holdemanella	1		0.13262599469496
GH143	Intestinimonas	9	0.547722557505166	1.19363395225464
GH143	Lactobacillus_H	1		0.13262599469496
GH143	Mitsuokella	1		0.13262599469496
GH143	Oscillibacter	1		0.13262599469496
GH143	Prevotella	349	0.092845335616904	46.2864721485411
GH143	RC9	1		0.13262599469496
GH143	Ruminococcus_D	4	0	0.530503978779841
GH143	Terrisporobacter	1		0.13262599469496
GH143	UBA1777	4	0	0.530503978779841
GH143	UBA2856	1		0.13262599469496
GH143	UBA2862	24	0.468807230938495	3.18302387267905
GH143	UBA2943	167	0.968956893294932	22.1485411140584
GH143	UBA636	1		0.13262599469496
GH143	UBA738	1		0.13262599469496
GH144	Agathobacter	1		0.0952380952380952
GH144	Alistipes	8	0.377964473009227	0.761904761904762
GH144	Bacteroides	94	0.576511706264571	8.95238095238095
GH144	Bacteroides_B	2	0	0.19047619047619
GH144	C941	57	0	5.42857142857143
GH144	CAG-245	3	0	0.285714285714286
GH144	CAG-269	38	0	3.61904761904762
GH144	CAG-273	1		0.0952380952380952
GH144	CAG-302	2	0	0.19047619047619
GH144	CAG-417	1		0.0952380952380952
GH144	CAG-452	3	0	0.285714285714286
GH144	CAG-485	53	0.853071563490997	5.04761904761905
GH144	CAG-492	1		0.0952380952380952
GH144	CAG-605	1		0.0952380952380952
GH144	CAG-873	20	0	1.90476190476191
GH144	Dialister	1		0.0952380952380952
GH144	Dorea	1		0.0952380952380952
GH144	Enterobacter	2		0.19047619047619
GH144	Enterococcus_B	1		0.0952380952380952
GH144	ER4	1		0.0952380952380952
GH144	Escherichia	1		0.0952380952380952
GH144	Eubacterium_E	2		0.19047619047619
GH144	Intestinimonas	1		0.0952380952380952
GH144	Lactobacillus	1		0.0952380952380952
GH144	Methanobrevibacter_A	1		0.0952380952380952
GH144	Parabacteroides	48	0.294883912309794	4.57142857142857
GH144	Prevotella	198	0.690099368683613	18.8571428571429
GH144	RC9	499	0.847174386815988	47.5238095238095
GH144	Ruminococcus_E	1		0.0952380952380952
GH144	Streptococcus	1		0.0952380952380952
GH144	UBA3789	2	0	0.19047619047619
GH144	UBA7173	4	1.4142135623731	0.380952380952381
GH145	Bacteroides	40	0.226294285921414	35.0877192982456
GH145	Bacteroides_A	1		0.87719298245614
GH145	Bacteroides_B	55	0.192380247561097	48.2456140350877
GH145	CAG-103	2		1.75438596491228
GH145	Faecalicatena	5	0	4.3859649122807
GH145	Parabacteroides	1		0.87719298245614
GH145	Prevotella	10	0	8.7719298245614
GH146	14-2	2		0.0415713988775722
GH146	Absiella	1		0.0207856994387861
GH146	AC2028	1		0.0207856994387861
GH146	Acetatifactor	21	0.223606797749979	0.436499688214508
GH146	Acetoanaerobium	1		0.0207856994387861
GH146	Acutalibacter	105	0.35906937715442	2.18249844107254
GH146	Adlercreutzia	1		0.0207856994387861
GH146	Agathobacter	15	0	0.311785491581792
GH146	Agathobaculum	2		0.0415713988775722
GH146	Akkermansia	1		0.0207856994387861
GH146	Alistipes	9	0	0.187071294949075
GH146	Anaerostipes	8	0.516397779494322	0.166285595510289
GH146	Anaerotruncus	1		0.0207856994387861
GH146	Angelakisella	1		0.0207856994387861
GH146	Bacteroides	66	0.93215211367309	1.37185616295988
GH146	Bacteroides_A	2	0	0.0415713988775722
GH146	Bacteroides_B	119	0.687551650952329	2.47349823321555
GH146	Bifidobacterium	3	0	0.0623570983163584
GH146	Blautia	3	0	0.0623570983163584
GH146	Blautia_A	80	0.277836251155497	1.66285595510289
GH146	Butyricicoccus_A	23	0	0.478071087092081
GH146	C941	3	0	0.0623570983163584
GH146	CAG-1000	2		0.0415713988775722
GH146	CAG-103	1		0.0207856994387861
GH146	CAG-110	12	0.301511344577764	0.249428393265433
GH146	CAG-115	4	0	0.0831427977551445
GH146	CAG-1435	4	0.577350269189626	0.0831427977551445
GH146	CAG-145	3	0.707106781186548	0.0623570983163584
GH146	CAG-170	16	0.258198889747161	0.332571191020578
GH146	CAG-177	10	0	0.207856994387861
GH146	CAG-180	28	0	0.581999584286011
GH146	CAG-194	1		0.0207856994387861
GH146	CAG-269	1		0.0207856994387861
GH146	CAG-302	1		0.0207856994387861
GH146	CAG-349	6	0	0.124714196632717
GH146	CAG-390	22	0	0.457285387653295
GH146	CAG-41	20	0	0.415713988775722
GH146	CAG-448	5	0.5	0.103928497193931
GH146	CAG-45	74	0	1.53814175847017
GH146	CAG-475	2		0.0415713988775722
GH146	CAG-485	2	0	0.0415713988775722
GH146	CAG-488	2		0.0415713988775722
GH146	CAG-510	1		0.0207856994387861
GH146	CAG-56	1		0.0207856994387861
GH146	CAG-791	3	0	0.0623570983163584
