enzymeID	species	sum	sd	percentage_species
CBM62	PeH17 sp000435055	1		0.125
CBM62	Prevotella bryantii	2	0	0.25
CBM62	Prevotella copri	26	0.57124057057748	3.25
CBM62	Prevotella lascolaii	1		0.125
CBM62	Prevotella sp000434515	1		0.125
CBM62	Prevotella sp000436035	1		0.125
CBM62	Prevotella sp000436915	14	0	1.75
CBM62	Prevotella sp000834015	26	0.656946685331786	3.25
CBM62	Prevotella sp002251245	44	0.507416263404925	5.5
CBM62	Prevotella sp002251295	14	0.277350098112615	1.75
CBM62	Prevotella sp002251365	124	0.774084200333755	15.5
CBM62	Prevotella sp002251385	25	0.444261658319319	3.125
CBM62	Prevotella sp002251435	33	0.533493565673837	4.125
CBM62	Prevotella sp002299275	9	0.836660026534076	1.125
CBM62	Prevotella sp002299635	2		0.25
CBM62	Prevotella sp002300055	4	0.577350269189626	0.5
CBM62	Prevotella sp002317355	5	0	0.625
CBM62	Prevotella sp002373375	4	0	0.5
CBM62	Prevotella sp002394385	1		0.125
CBM62	Prevotella sp002409785	31	0	3.875
CBM62	Prevotella sp002480935	1		0.125
CBM62	Prevotella sp900109055	1		0.125
CBM62	Prevotella sp900199655	3	0.707106781186548	0.375
CBM62	Prevotella sp900290275	3	0	0.375
CBM62	Prevotella sp900313215	5	1.15470053837925	0.625
CBM62	Prevotella sp900314715	1		0.125
CBM62	Prevotella sp900315545	3	0.707106781186548	0.375
CBM62	Prevotella sp900315765	1		0.125
CBM62	Prevotella sp900315955	3	0	0.375
CBM62	Prevotella sp900316285	2		0.25
CBM62	Prevotella sp900322035	1		0.125
CBM62	RC9 sp000433355	1		0.125
CBM62	RC9 sp000434935	2	0	0.25
CBM62	RF16 sp002373505	1		0.125
CBM62	RF16 sp002452095	1		0.125
CBM62	RF16 sp002477945	2	0	0.25
CBM62	Roseburia inulinivorans	1		0.125
CBM62	Ruminiclostridium_C sp000435295	1		0.125
CBM62	Ruminococcus_E bromii_A	2		0.25
CBM62	UBA1067 sp900320855	1		0.125
CBM62	UBA4334 sp900316975	8	0.377964473009227	1
CBM62	UBA4372 sp002316015	100	0.776169455976106	12.5
CBM62	UBA6398 sp003150315	84	0.290803363451153	10.5
CBM62	UBA7173 sp001701135	33	0	4.125
CBM62	UBA7173_A sp001915385	7	0	0.875
CBM62		2	0	0.25
CBM63	Agathobacter rectale	1		5.26315789473684
CBM63	Agathobacter sp900317585	3	0	15.7894736842105
CBM63	Bacillus subtilis	2	0	10.5263157894737
CBM63	Butyrivibrio fibrisolvens_C	1		5.26315789473684
CBM63	CAG-127 sp900319515	1		5.26315789473684
CBM63	CAG-590 sp000431135	1		5.26315789473684
CBM63	CAG-590 sp003530125	1		5.26315789473684
CBM63	Eubacterium_Q sp900314445	1		5.26315789473684
CBM63	Firm-04 sp002395085	1		5.26315789473684
CBM63	HUN007 sp002315235	4	0	21.0526315789474
CBM63	Ruminococcus flavefaciens_G	2	0	10.5263157894737
CBM63	Ruminococcus sp002438605	1		5.26315789473684
CBM65	CAG-115 sp002425305	3	0	27.2727272727273
CBM65	CAG-115 sp002492075	1		9.09090909090909
CBM65	CAG-353 sp900066885	1		9.09090909090909
CBM65	Lactobacillus_B salivarius	1		9.09090909090909
CBM65	Prevotella sp000434975	1		9.09090909090909
CBM65	Ruminiclostridium_E siraeum	2	0	18.1818181818182
CBM65	UBA11524 sp000437595	2	0	18.1818181818182
CBM66	Absiella innocuum	1		0.719424460431655
CBM66	Acetivibrio_A ethanolgignens	1		0.719424460431655
CBM66	Bacteroides fragilis	5	0	3.59712230215827
CBM66	Blautia_A obeum	10	0	7.19424460431655
CBM66	Blautia_A sp900066355	2	0	1.43884892086331
CBM66	Blautia_A sp900120195	5	0	3.59712230215827
CBM66	Blautia_A wexlerae	4	0	2.87769784172662
CBM66	Butyricicoccus_A sp002395695	2	0	1.43884892086331
CBM66	CAG-1024 sp000432015	1		0.719424460431655
CBM66	CAG-103 sp900317855	1		0.719424460431655
CBM66	CAG-110 sp002493965	1		0.719424460431655
CBM66	CAG-170 sp002298695	2	0	1.43884892086331
CBM66	CAG-196 sp002102975	1		0.719424460431655
CBM66	CAG-245 sp000435175	1		0.719424460431655
CBM66	CAG-269 sp001916065	1		0.719424460431655
CBM66	CAG-390 sp003523225	1		0.719424460431655
CBM66	CAG-45 sp002299665	2	0	1.43884892086331
CBM66	CAG-536 sp900314505	1		0.719424460431655
CBM66	CAG-83 sp001916855	1		0.719424460431655
CBM66	Clostridium sp000435835	1		0.719424460431655
CBM66	Dorea formicigenerans	2	0	1.43884892086331
CBM66	Enterococcus_B hirae	1		0.719424460431655
CBM66	ER4 sp003522105	1		0.719424460431655
CBM66	Eubacterium_E hallii	1		0.719424460431655
CBM66	Eubacterium_F sp003491505	1		0.719424460431655
CBM66	Eubacterium_H sp000702845	1		0.719424460431655
CBM66	Eubacterium_H sp002394235	1		0.719424460431655
CBM66	Faecalitalea cylindroides	1		0.719424460431655
CBM66	Fusicatenibacter saccharivorans	1		0.719424460431655
CBM66	Holdemanella biformis	17	0.25	12.2302158273381
CBM66	Holdemanella sp002299315	13	0.404519917477945	9.35251798561151
CBM66	Intestinimonas butyriciproducens	1		0.719424460431655
CBM66	Lactobacillus amylovorus	1		0.719424460431655
CBM66	Lactobacillus_H mucosae	1		0.719424460431655
CBM66	Lactobacillus_H vaginalis	1		0.719424460431655
CBM66	Marvinbryantia sp900066075	1		0.719424460431655
CBM66	Mitsuokella jalaludinii	1		0.719424460431655
CBM66	Oscillibacter sp001916835	1		0.719424460431655
CBM66	Phil1 sp001940855	1		0.719424460431655
CBM66	Pseudoflavonifractor capillosus	1		0.719424460431655
CBM66	RC9 sp002439805	1		0.719424460431655
CBM66	Romboutsia timonensis	1		0.719424460431655
CBM66	RUG563 sp900320085	14	0	10.0719424460432
CBM66	Ruminococcus_A sp003011855	1		0.719424460431655
CBM66	Ruminococcus_E bromii_A	1		0.719424460431655
CBM66	Streptococcus caballi	1		0.719424460431655
CBM66	Treponema_D sp002393865	1		0.719424460431655
CBM66	Treponema_D succinifaciens	1		0.719424460431655
CBM66	UBA2862 sp900317565	3	0	2.15827338129496
CBM66	UBA2882 sp900317505	1		0.719424460431655
CBM66	UBA3207 sp003501485	2	0	1.43884892086331
CBM66	UBA7102 sp002492415	19	0	13.6690647482014
CBM67	992a sp001940245	1		0.0536480686695279
CBM67	AC2028 sp000702685	1		0.0536480686695279
CBM67	Acetatifactor sp900066365	2	0	0.107296137339056
CBM67	Acetatifactor sp900320485	1		0.0536480686695279
CBM67	Acidaminococcus fermentans	1		0.0536480686695279
CBM67	Acutalibacter sp000435395	2	0	0.107296137339056
CBM67	Agathobacter faecis	2	0	0.107296137339056
CBM67	Agathobacter rectale	2	0	0.107296137339056
CBM67	Agathobacter sp000434275	2	0	0.107296137339056
CBM67	Agathobacter sp900317585	1		0.0536480686695279
CBM67	Agathobaculum butyriciproducens	1		0.0536480686695279
CBM67	Alistipes senegalensis	1		0.0536480686695279
CBM67	Alistipes shahii	1		0.0536480686695279
CBM67	Bacteroides eggerthii	2	0	0.107296137339056
CBM67	Bacteroides fragilis	4	0	0.214592274678112
CBM67	Bacteroides massiliensis	3	0	0.160944206008584
CBM67	Bacteroides pyogenes	1		0.0536480686695279
CBM67	Bacteroides thetaiotaomicron	2		0.107296137339056
CBM67	Bacteroides togonis	1		0.0536480686695279
CBM67	Bacteroides uniformis	3	0	0.160944206008584
CBM67	Bacteroides xylanisolvens	1		0.0536480686695279
CBM67	Bacteroides_B vulgatus	5	0	0.268240343347639
CBM67	Bifidobacterium animalis	1		0.0536480686695279
CBM67	Bifidobacterium thermacidophilum	1		0.0536480686695279
CBM67	Bittarella massiliensis	1		0.0536480686695279
CBM67	Blautia hansenii	1		0.0536480686695279
CBM67	Blautia sp000432195	1		0.0536480686695279
CBM67	Blautia_A massiliensis	29	0.188982236504614	1.55579399141631
CBM67	Blautia_A obeum	20	0.323380833381777	1.07296137339056
CBM67	Blautia_A schinkii	2		0.107296137339056
CBM67	Blautia_A sp000285855	2	0	0.107296137339056
CBM67	Blautia_A sp900066145	1		0.0536480686695279
CBM67	Blautia_A sp900066165	21	0	1.12660944206009
CBM67	Blautia_A sp900066205	8	0	0.429184549356223
CBM67	Blautia_A sp900066355	5	0	0.268240343347639
CBM67	Blautia_A sp900066505	3	0	0.160944206008584
CBM67	Blautia_A sp900316115	1		0.0536480686695279
CBM67	Blautia_A wexlerae	26	0.28232985128664	1.39484978540773
CBM67	Butyricicoccus_A porcorum	1		0.0536480686695279
CBM67	CAG-1024 sp000432015	2		0.107296137339056
CBM67	CAG-103 sp900317855	1		0.0536480686695279
CBM67	CAG-110 sp000434635	3	0	0.160944206008584
CBM67	CAG-110 sp002362145	10	0	0.536480686695279
CBM67	CAG-110 sp002437585	13	0.288675134594813	0.697424892703863
CBM67	CAG-110 sp002493965	2	0	0.107296137339056
CBM67	CAG-145 sp002320005	2		0.107296137339056
CBM67	CAG-170 sp000432135	5	0.5	0.268240343347639
CBM67	CAG-170 sp000436735	4	0	0.214592274678112
CBM67	CAG-170 sp002298695	1		0.0536480686695279
CBM67	CAG-170 sp003516765	1		0.0536480686695279
CBM67	CAG-177 sp000431775	4	0	0.214592274678112
CBM67	CAG-177 sp003514385	20	0.229415733870562	1.07296137339056
CBM67	CAG-177 sp003538135	1		0.0536480686695279
CBM67	CAG-1782 sp002349735	1		0.0536480686695279
CBM67	CAG-217 sp000436335	1		0.0536480686695279
CBM67	CAG-269 sp000431335	1		0.0536480686695279
CBM67	CAG-269 sp001916055	2	0	0.107296137339056
CBM67	CAG-269 sp003525075	1		0.0536480686695279
CBM67	CAG-272 sp000433515	3	0	0.160944206008584
CBM67	CAG-279 sp000437795	1		0.0536480686695279
CBM67	CAG-302 sp001916775	2	0	0.107296137339056
CBM67	CAG-349 sp003539515	2		0.107296137339056
CBM67	CAG-390 sp003523225	1		0.0536480686695279
CBM67	CAG-417 sp000432835	1		0.0536480686695279
CBM67	CAG-448 sp003150135	1		0.0536480686695279
CBM67	CAG-475 sp000434435	2		0.107296137339056
CBM67	CAG-484 sp900321895	1		0.0536480686695279
CBM67	CAG-485 sp900321585	2		0.107296137339056
CBM67	CAG-488 sp000434055	14	0.277350098112615	0.751072961373391
CBM67	CAG-488 sp002449395	5	0	0.268240343347639
CBM67	CAG-510 sp000434615	1		0.0536480686695279
CBM67	CAG-533 sp000434495	1		0.0536480686695279
CBM67	CAG-724 sp003524145	12	0.301511344577764	0.643776824034335
CBM67	CAG-791 sp900320025	1		0.0536480686695279
CBM67	CAG-83 sp000435975	3	0	0.160944206008584
CBM67	CAG-83 sp003487665	7	0	0.375536480686695
CBM67	CAG-83 sp003539495	1		0.0536480686695279
CBM67	CAG-83 sp900313295	2	0	0.107296137339056
CBM67	CAG-841 sp000437375	6	0	0.321888412017167
CBM67	CAG-841 sp002405565	2	0	0.107296137339056
CBM67	CAG-841 sp002479075	8	0	0.429184549356223
CBM67	CAG-882 sp003486385	1		0.0536480686695279
CBM67	CAG-95 sp900066375	1		0.0536480686695279
CBM67	Clostridium celatum	1		0.0536480686695279
CBM67	Clostridium sp000435835	2	0	0.107296137339056
CBM67	Clostridium_M clostridioforme	2		0.107296137339056
CBM67	Clostridium_P perfringens	1		0.0536480686695279
CBM67	Clostridium_Q saccharolyticum	1		0.0536480686695279
CBM67	Clostridium_Q symbiosum	1		0.0536480686695279
CBM67	COE1 sp001916965	1		0.0536480686695279
CBM67	Collinsella sp002391315	1		0.0536480686695279
CBM67	Coprococcus_A catus	1		0.0536480686695279
CBM67	Corynebacterium xerosis	1		0.0536480686695279
CBM67	Dialister succinatiphilus	1		0.0536480686695279
CBM67	Dorea formicigenerans	3	0	0.160944206008584
CBM67	Dorea longicatena	5	0.5	0.268240343347639
CBM67	Dorea sp000433215	1		0.0536480686695279
CBM67	Dorea sp900066765	3	0	0.160944206008584
CBM67	DTU089_A sp002440045	2	0	0.107296137339056
CBM67	Eisenbergiella massiliensis	3	0	0.160944206008584
CBM67	Eisenbergiella sp900066775	2	0	0.107296137339056
CBM67	Enterococcus_B hirae	1		0.0536480686695279
CBM67	ER4 sp000765235	5	0	0.268240343347639
CBM67	ER4 sp003522105	1		0.0536480686695279
CBM67	ER4 sp900317525	5	0	0.268240343347639
CBM67	Eubacterium callanderi	1		0.0536480686695279
CBM67	Eubacterium_A sp900321685	1		0.0536480686695279
CBM67	Eubacterium_E hallii	1		0.0536480686695279
CBM67	Eubacterium_F sp003491505	2	0	0.107296137339056
CBM67	Eubacterium_H sp002394235	25	0.467562529096076	1.3412017167382
CBM67	Eubacterium_H sp900314295	13	0.288675134594813	0.697424892703863
CBM67	Eubacterium_Q sp900314445	1		0.0536480686695279
CBM67	Eubacterium_R coprostanoligenes	2	0	0.107296137339056
CBM67	Eubacterium_R sp002493325	1		0.0536480686695279
CBM67	F23-B02 sp002472405	1		0.0536480686695279
CBM67	Faecalibacterium prausnitzii_C	2	0	0.107296137339056
CBM67	Faecalibacterium prausnitzii_D	3	0	0.160944206008584
CBM67	Faecalibacterium prausnitzii_E	1		0.0536480686695279
CBM67	Faecalibacterium prausnitzii_G	1		0.0536480686695279
CBM67	Faecalicatena glycyrrhizinilyticum	1		0.0536480686695279
CBM67	Faecalicatena orotica	8	0.547722557505166	0.429184549356223
CBM67	Faecalicatena sp900066545	2		0.107296137339056
CBM67	Faecalicatena torques	1		0.0536480686695279
CBM67	Fibrobacter_A intestinalis	2		0.107296137339056
CBM67	Firm-10 sp001603025	20	0.323380833381777	1.07296137339056
CBM67	Fusicatenibacter saccharivorans	14	0.277350098112615	0.751072961373391
CBM67	GCA-900066135 sp900066135	26	0.28232985128664	1.39484978540773
CBM67	Gemmiger formicilis	56	0.300326619585032	3.00429184549356
CBM67	Gemmiger sp003476825	20	0.229415733870562	1.07296137339056
CBM67	Intestinimonas butyriciproducens	2	0	0.107296137339056
CBM67	Intestinimonas massiliensis	5	1.15470053837925	0.268240343347639
CBM67	KLE1615 sp900066985	6	0	0.321888412017167
CBM67	Lactobacillus amylovorus	3	0.707106781186548	0.160944206008584
CBM67	Lactobacillus crispatus	1		0.0536480686695279
CBM67	Lactobacillus_B salivarius	1		0.0536480686695279
CBM67	Lactobacillus_H reuteri	2	0	0.107296137339056
CBM67	Lawsonibacter sp000177015	1		0.0536480686695279
CBM67	Marseille-P3106 sp900169975	2	0	0.107296137339056
CBM67	Marvinbryantia sp900066075	5	0	0.268240343347639
CBM67	Megasphaera elsdenii	1		0.0536480686695279
CBM67	Negativibacillus massiliensis	1		0.0536480686695279
CBM67	OEMS01 sp900199405	8	0	0.429184549356223
CBM67	Oscillibacter sp001916835	1		0.0536480686695279
CBM67	Parabacteroides distasonis	42	0.447213595499958	2.25321888412017
CBM67	Parabacteroides merdae	1		0.0536480686695279
CBM67	Parabacteroides sp000436495	7	0.547722557505166	0.375536480686695
CBM67	Phil1 sp001940855	1		0.0536480686695279
CBM67	Prevotella brevis	1		0.0536480686695279
CBM67	Prevotella bryantii	1		0.0536480686695279
CBM67	Prevotella copri	115	0.230727226904527	6.16952789699571
CBM67	Prevotella copri_A	113	0.328829269330684	6.06223175965665
CBM67	Prevotella maculosa	1		0.0536480686695279
CBM67	Prevotella sp000431975	1		0.0536480686695279
CBM67	Prevotella sp000434515	5	0	0.268240343347639
CBM67	Prevotella sp000434975	1		0.0536480686695279
CBM67	Prevotella sp000436035	64	0	3.43347639484979
CBM67	Prevotella sp000436915	2	0	0.107296137339056
CBM67	Prevotella sp000834015	29	0.266880256341812	1.55579399141631
CBM67	Prevotella sp002251245	13	0.288675134594813	0.697424892703863
CBM67	Prevotella sp002251295	15	0.267261241912424	0.804721030042918
CBM67	Prevotella sp002251365	53	0.196039211763921	2.84334763948498
CBM67	Prevotella sp002251385	13	0	0.697424892703863
CBM67	Prevotella sp002251435	12	0.301511344577764	0.643776824034335
CBM67	Prevotella sp002265625	1		0.0536480686695279
CBM67	Prevotella sp002299275	3	0	0.160944206008584
CBM67	Prevotella sp002299635	2	0	0.107296137339056
CBM67	Prevotella sp002300055	62	0	3.32618025751073
CBM67	Prevotella sp002317355	1		0.0536480686695279
CBM67	Prevotella sp002350805	8	0	0.429184549356223
CBM67	Prevotella sp002394365	1		0.0536480686695279
CBM67	Prevotella sp002409785	1		0.0536480686695279
CBM67	Prevotella sp002480935	1		0.0536480686695279
CBM67	Prevotella sp900109055	1		0.0536480686695279
CBM67	Prevotella sp900290275	1		0.0536480686695279
CBM67	Prevotella sp900313215	72	0.267602789964774	3.86266094420601
CBM67	Prevotella sp900314915	2		0.107296137339056
CBM67	Prevotella sp900314945	1		0.0536480686695279
CBM67	Prevotella sp900315955	10	0	0.536480686695279
CBM67	Prevotella sp900316015	1		0.0536480686695279
CBM67	Prevotella sp900316285	1		0.0536480686695279
CBM67	Prevotella sp900317545	1		0.0536480686695279
CBM67	Prevotella sp900318855	1		0.0536480686695279
CBM67	Prevotella sp900322035	27	0	1.44849785407725
CBM67	Prevotella stercorea	1		0.0536480686695279
CBM67	Pseudoflavonifractor capillosus	1		0.0536480686695279
CBM67	QAMM01 sp003150405	2	0	0.107296137339056
CBM67	QAMX01 sp003149835	5	0	0.268240343347639
CBM67	RC9 sp000431015	20	0.229415733870562	1.07296137339056
CBM67	RC9 sp000432515	1		0.0536480686695279
CBM67	RC9 sp000432655	9	0	0.482832618025751
CBM67	RC9 sp000433355	11	0	0.590128755364807
CBM67	RC9 sp000434935	11	0	0.590128755364807
CBM67	RC9 sp000435075	4	0	0.214592274678112
CBM67	RC9 sp001915575	12	0.301511344577764	0.643776824034335
CBM67	RC9 sp002314195	2	0	0.107296137339056
CBM67	RC9 sp002439805	3	0	0.160944206008584
CBM67	RC9 sp002472565	10	0	0.536480686695279
CBM67	RC9 sp900316045	1		0.0536480686695279
CBM67	RC9 sp900318565	4	0	0.214592274678112
CBM67	RC9 sp900319685	10	0.462910049886276	0.536480686695279
CBM67	RC9 sp900320185	23	0.366347548532523	1.23390557939914
CBM67	Roseburia hominis	1		0.0536480686695279
CBM67	Roseburia inulinivorans	1		0.0536480686695279
CBM67	RUG131 sp900315885	1		0.0536480686695279
CBM67	RUG369 sp900317365	9	0	0.482832618025751
CBM67	RUG369 sp900318195	4	0	0.214592274678112
CBM67	RUG563 sp900320085	1		0.0536480686695279
CBM67	RUG806 sp900313475	2	0	0.107296137339056
CBM67	Ruminiclostridium_C sp000435295	1		0.0536480686695279
CBM67	Ruminococcus flavefaciens_B	1		0.0536480686695279
CBM67	Ruminococcus_A sp002361775	8	0.377964473009227	0.429184549356223
CBM67	Ruminococcus_A sp003011855	17	0.25	0.912017167381974
CBM67	Ruminococcus_C sp000433635	1		0.0536480686695279
CBM67	Ruminococcus_D bicirculans	1		0.0536480686695279
CBM67	Ruminococcus_E bromii_A	18	0.242535625036333	0.965665236051502
CBM67	Ruminococcus_E sp002350765	1		0.0536480686695279
CBM67	Ruminococcus_E sp003521625	1		0.0536480686695279
CBM67	Ruminococcus_E sp900315785	1		0.0536480686695279
CBM67	Ruminococcus_E sp900315815	5	1.15470053837925	0.268240343347639
CBM67	Ruminococcus_F champanellensis	1		0.0536480686695279
CBM67	Ruthenibacterium lactatiformans	5	0	0.268240343347639
CBM67	Sharpea azabuensis	3	0	0.160944206008584
CBM67	Succinivibrio sp900316375	1		0.0536480686695279
CBM67	UBA10281 sp000437515	3	0	0.160944206008584
CBM67	UBA1067 sp900320855	1		0.0536480686695279
CBM67	UBA10677 sp003533505	1		0.0536480686695279
CBM67	UBA1081 sp002431305	7	0	0.375536480686695
CBM67	UBA1081 sp900314355	1		0.0536480686695279
CBM67	UBA1081 sp900321595	1		0.0536480686695279
CBM67	UBA11524 sp000437595	97	0.479031263061127	5.20386266094421
CBM67	UBA1206 sp000433115	1		0.0536480686695279
CBM67	UBA1394 sp002305725	1		0.0536480686695279
CBM67	UBA1417 sp002305575	1		0.0536480686695279
CBM67	UBA1417 sp003531055	23	0.300792603759119	1.23390557939914
CBM67	UBA1425 sp002329365	1		0.0536480686695279
CBM67	UBA1448 sp002329405	2	0	0.107296137339056
CBM67	UBA1724 sp002315885	2	0	0.107296137339056
CBM67	UBA1777 sp002320035	1		0.0536480686695279
CBM67	UBA1777 sp003150355	3	0	0.160944206008584
CBM67	UBA1777 sp900319275	2	0	0.107296137339056
CBM67	UBA1777 sp900319635	1		0.0536480686695279
CBM67	UBA1777 sp900319935	1		0.0536480686695279
CBM67	UBA2856 sp900319065	2		0.107296137339056
CBM67	UBA2862 sp002350605	1		0.0536480686695279
CBM67	UBA2862 sp900315585	43	0.342569987450104	2.3068669527897
CBM67	UBA2862 sp900317565	25	0.204124145231932	1.3412017167382
CBM67	UBA2922 sp900313925	1		0.0536480686695279
CBM67	UBA3636 sp002448475	1		0.0536480686695279
CBM67	UBA3789 sp900314225	1		0.0536480686695279
CBM67	UBA3818 sp002369315	2	0	0.107296137339056
CBM67	UBA4334 sp900316975	1		0.0536480686695279
CBM67	UBA4372 sp002316015	16	0.687551650952329	0.858369098712446
CBM67	UBA4644 sp002405755	1		0.0536480686695279
CBM67	UBA4716 sp002438865	2	0	0.107296137339056
CBM67	UBA4855 sp002399785	1		0.0536480686695279
CBM67	UBA5905 sp002431285	6	0.447213595499958	0.321888412017167
CBM67	UBA5920 sp002406055	17	0.25	0.912017167381974
CBM67	UBA629 sp900316625	1		0.0536480686695279
CBM67	UBA6398 sp003150315	10	0.333333333333333	0.536480686695279
CBM67	UBA644 sp002299265	4	0	0.214592274678112
CBM67	UBA6857 sp002438505	1		0.0536480686695279
CBM67	UBA7004 sp002449755	1		0.0536480686695279
CBM67	UBA7096 sp002492425	1		0.0536480686695279
CBM67	UBA7102 sp002492415	24	0.410391340834062	1.28755364806867
CBM67	UBA7173 sp001689685	3	0	0.160944206008584
CBM67	UBA7173 sp001701135	3	0	0.160944206008584
CBM67	UBA733 sp900317295	1		0.0536480686695279
CBM67	UBA737 sp002431945	15	0.504524979109513	0.804721030042918
CBM67	UBA738 sp003522945	1		0.0536480686695279
CBM67	UBA7642 sp002404995	1		0.0536480686695279
CBM67	UBA7642 sp900313465	3	0	0.160944206008584
CBM67	UBA7642 sp900316035	5	0	0.268240343347639
CBM67	Victivallis sp002998355	2		0.107296137339056
CBM67	Victivallis vadensis	6		0.321888412017167
CBM67		2	0	0.107296137339056
CBM68	Clostridium sp000435835	1		10
CBM68	Clostridium_Q sp003024715	1		10
CBM68	Eubacterium_H cellulosolvens	1		10
CBM68	Lactobacillus_B salivarius	2		20
CBM68	Solobacterium sp900315065	1		10
CBM68	Turicibacter sp001543345	3	0	30
CBM68	UBA636 sp002299675	1		10
CBM69	Bacteroides_B vulgatus	2	0	25
CBM69	Enterococcus_B durans	1		12.5
CBM69	Enterococcus_E cecorum	1		12.5
CBM69	Escherichia flexneri	3	0	37.5
CBM69	Lawsonibacter sp000177015	1		12.5
CBM70	Methanobrevibacter_A gottschalkii	1		20
CBM70	PeH17 sp000435055	2	0	40
CBM70	PeH17 sp001940845	2	0	40
CBM71	An172 sp002160515	74	0	91.358024691358
CBM71	Clostridium celatum	2	0	2.46913580246914
CBM71	Clostridium sp900317445	1		1.23456790123457
CBM71	Clostridium_P perfringens	3	0	3.7037037037037
CBM71	Escherichia flexneri	1		1.23456790123457
CBM72	Lactobacillus johnsonii	1		6.25
CBM72	Prevotella sp002251245	4	0	25
CBM72	Prevotella sp002251435	11	0	68.75
CBM74	Acetatifactor sp900066365	1		0.120048019207683
CBM74	Agathobacter faecis	1		0.120048019207683
CBM74	Bacteroides ovatus	1		0.120048019207683
CBM74	Bifidobacterium boum	15	0	1.80072028811525
CBM74	Bifidobacterium choerinum	2	0	0.240096038415366
CBM74	Bifidobacterium thermacidophilum	5	0	0.600240096038415
CBM74	Blautia_A wexlerae	1		0.120048019207683
CBM74	C941 sp002476625	17	0	2.04081632653061
CBM74	CAG-1000 sp000436975	1		0.120048019207683
CBM74	CAG-1031 sp000431215	40	0.50395263067897	4.80192076830732
CBM74	CAG-145 sp002320005	1		0.120048019207683
CBM74	CAG-217 sp000436335	1		0.120048019207683
CBM74	CAG-273 sp003507395	3	0.707106781186548	0.360144057623049
CBM74	CAG-279 sp000437795	17	0.57893422352184	2.04081632653061
CBM74	CAG-485 sp001701295	14	0	1.68067226890756
CBM74	CAG-485 sp002491165	1		0.120048019207683
CBM74	CAG-485 sp900321585	1		0.120048019207683
CBM74	CAG-510 sp000434615	1		0.120048019207683
CBM74	CAG-533 sp002438065	1		0.120048019207683
CBM74	CAG-873 sp001689665	4	0	0.480192076830732
CBM74	CAG-873 sp001701165	1		0.120048019207683
CBM74	CAG-873 sp002493945	12	0.5	1.4405762304922
CBM74	CAG-873 sp002633115	3	0.707106781186548	0.360144057623049
CBM74	CAG-877 sp000433455	1		0.120048019207683
CBM74	CAG-914 sp000437895	1		0.120048019207683
CBM74	CAG-964 sp000435335	3	0	0.360144057623049
CBM74	CAG-964_A sp002493755	25	0.204124145231932	3.00120048019208
CBM74	Clostridium butyricum	1		0.120048019207683
CBM74	Clostridium saudiense	1		0.120048019207683
CBM74	Clostridium sp000435835	7	0	0.840336134453782
CBM74	Clostridium sp900317445	2	0	0.240096038415366
CBM74	Clostridium_AI sp002297865	5	0	0.600240096038415
CBM74	Clostridium_P perfringens	5	0.5	0.600240096038415
CBM74	Dorea longicatena	1		0.120048019207683
CBM74	Enterococcus faecalis	1		0.120048019207683
CBM74	Eubacterium callanderi	1		0.120048019207683
CBM74	Eubacterium_A sp900321685	1		0.120048019207683
CBM74	Eubacterium_E hallii	1		0.120048019207683
CBM74	Eubacterium_E hallii_A	1		0.120048019207683
CBM74	Eubacterium_R coprostanoligenes	1		0.120048019207683
CBM74	Faecalicatena sp002160525	3	0	0.360144057623049
CBM74	Faecalicatena torques	1		0.120048019207683
CBM74	Flavonifractor sp900199495	1		0.120048019207683
CBM74	Fournierella massiliensis	1		0.120048019207683
CBM74	Kurthia sp002418445	1		0.120048019207683
CBM74	Lactobacillus delbrueckii_A	1		0.120048019207683
CBM74	Lactobacillus_B agilis	1		0.120048019207683
CBM74	Lactobacillus_H reuteri	3	0.707106781186548	0.360144057623049
CBM74	Prevotella copri	1		0.120048019207683
CBM74	Prevotella lascolaii	1		0.120048019207683
CBM74	Prevotella sp000434515	2	0	0.240096038415366
CBM74	Prevotella sp000434975	1		0.120048019207683
CBM74	Prevotella sp000834015	10	0.462910049886276	1.20048019207683
CBM74	Prevotella sp002251245	6	0.447213595499958	0.720288115246099
CBM74	Prevotella sp002251295	2	0	0.240096038415366
CBM74	Prevotella sp002251365	12	0.301511344577764	1.4405762304922
CBM74	Prevotella sp002251385	4	0	0.480192076830732
CBM74	Prevotella sp002251435	1		0.120048019207683
CBM74	Prevotella sp002299275	10	0	1.20048019207683
CBM74	Prevotella sp002299635	1		0.120048019207683
CBM74	Prevotella sp002300055	18	0	2.1608643457383
CBM74	Prevotella sp002373375	1		0.120048019207683
CBM74	Prevotella sp002394385	1		0.120048019207683
CBM74	Prevotella sp002449845	1		0.120048019207683
CBM74	Prevotella sp900313215	60	0	7.20288115246098
CBM74	Prevotella sp900314915	1		0.120048019207683
CBM74	Prevotella sp900314945	1		0.120048019207683
CBM74	Prevotella sp900315095	1		0.120048019207683
CBM74	Prevotella sp900315775	1		0.120048019207683
CBM74	Prevotella sp900316015	1		0.120048019207683
CBM74	Pseudoscardovia suis	14	0	1.68067226890756
CBM74	RF16 sp900319995	1		0.120048019207683
CBM74	Romboutsia timonensis	5	0	0.600240096038415
CBM74	Ruminococcus_E bromii_B	43	0.307354740604728	5.16206482593037
CBM74	Ruminococcus_E sp002491825	1		0.120048019207683
CBM74	Ruminococcus_E sp002493635	2	0	0.240096038415366
